cust_id;model1;model2;boughtItemsTotal;itemOneTotal;itemTwoTotal;itemThreeTotal;Visits2014;itemOneTotal2014;itemTwoTotal2014;itemThreeTotal2014;Visits2013;itemOneTotal2013;itemTwoTotal2013;itemThreeTotal2013;boughtItem_03;boughtItem_02;boughtItem_01;date_lastVisit;daysSinceVisit;boughtItem;numVisitsL1M;numVisitsL3M;numVisitsL6M;numVisits_trendL3M;fractionItemOneL1M;fractionItemOneTwoThreeL1M;fractionItemOneL3M;fractionItemOneTwoThreeL3M;fractionItemOneL6M;fractionItemOneTwoThreeL6M;numItemOne_trendL3M
2817;2;307;27;8;3;1;8;3;1;0;9;3;1;1;2;6;0;140924;14;0;1;4;7;1.333333333;0;0;0.25;0.5;0.285714286;0.428571429;0.875
2818;62;16;15;7;5;1;8;5;2;0;7;2;3;1;1;1;5;140903;35;0;0;3;7;0.75;0;0;0.666666667;0.666666667;0.571428571;0.857142857;1.166666667
2819;1;253;42;6;6;4;11;1;1;2;13;2;2;1;3;6;1;140916;22;5;1;5;8;1.666666667;1;1;0.2;0.6;0.125;0.375;1.6
2820;2;286;38;7;7;4;9;1;3;1;14;0;3;3;6;d;str;140924;14;0;2;5;8;1.666666667;0;0;0;0.2;0.125;0.375;0
2821;4;131;29;4;8;3;12;1;4;1;17;3;4;2;d;0;2;140930;8;0;1;5;12;0.714285714;0;1;0.2;0.4;0.083333333;0.5;2.4
2822;3;302;13;3;2;4;8;1;1;3;5;2;1;1;1;3;0;140917;21;4;1;6;8;3;0;0;0.166666667;0.666666667;0.125;0.625;1.333333333
2823;1;923;17;0;1;1;12;0;0;1;5;0;1;0;0;3;4;140829;40;d;0;4;10;0.666666667;0;0;0;0.25;0;0.1;0
2824;2;448;26;8;2;2;6;1;0;0;13;4;1;1;d;1;0;140930;8;3;2;4;5;4;0.5;0.5;0.25;0.25;0.2;0.2;1.25
2825;18;38;23;9;6;3;9;5;2;1;14;4;4;2;4;2;1;140903;35;1;0;4;9;0.8;0;0;0.5;0.75;0.555555556;0.888888889;0.9
2826;50;21;15;9;0;0;4;2;0;0;11;7;0;0;d;k;1;140922;16;2;1;3;5;1.5;1;1;0.333333333;0.333333333;0.4;0.4;0.833333333
2827;2;416;33;11;5;3;15;7;2;0;18;4;3;3;4;5;1;140906;32;0;0;4;4;0;0;0;0.5;0.5;0.5;0.5;1
2828;0;999;22;2;3;4;14;1;1;3;8;1;2;1;4;5;5;140911;27;0;1;2;8;0.333333333;0;0;0;0;0.125;0.25;0
2829;18;32;32;10;11;4;8;3;2;1;17;4;5;3;1;2;3;140918;20;5;1;4;8;1;0;1;0.25;1;0.375;0.75;0.666666667
2830;1;410;36;6;3;6;16;2;2;3;14;3;0;3;6;3;0;140918;20;0;1;7;15;0.875;0;0;0.285714286;0.571428571;0.133333333;0.466666667;2.142857143
2831;0;999;22;1;4;5;9;1;1;1;13;0;3;4;1;0;3;140904;34;6;0;6;9;2;0;0;0.166666667;0.5;0.111111111;0.333333333;1.5
2832;0;999;66;2;6;4;12;0;0;1;19;0;1;0;5;0;7;140826;36;6;0;5;9;1.25;0;0;0;0;0;0;0
2833;4;117;67;4;6;10;14;1;1;2;9;0;0;1;3;0;0;140918;13;0;1;4;11;0.571428571;0;0;0;0.25;0.090909091;0.363636364;0
2834;0;999;86;5;8;8;9;0;0;0;2;0;0;0;7;0;0;140912;19;0;2;6;9;2;0;0;0;0;0;0;0
2835;0;999;58;4;3;10;14;0;0;3;18;2;1;2;6;0;0;140820;42;0;0;5;11;0.833333333;0;0;0;0;0;0.181818182;0
2836;0;858;62;4;2;5;22;0;0;1;11;0;0;0;str;8;0;140919;12;0;2;7;17;0.7;0;0;0;0;0;0;0
2837;0;902;79;5;6;6;14;0;0;1;15;0;0;1;0;0;6;140918;13;0;2;7;11;1.75;0;0;0;0;0;0;0
2838;9;84;56;6;5;5;13;0;2;2;16;2;0;2;0;0;3;140923;8;0;2;7;13;1.166666667;0;0.5;0;0.428571429;0;0.307692308;0
2839;1;266;34;6;7;5;15;1;2;3;14;4;4;1;0;0;4;140912;19;3;1;4;12;0.5;0;0;0;0;0;0.416666667;0
2840;3;150;33;8;9;2;13;1;5;1;7;2;0;0;3;4;2;140920;11;4;2;5;13;0.625;0;0.5;0.2;0.6;0.076923077;0.538461538;2.6
2841;1;414;38;2;9;5;14;1;5;0;11;1;3;0;d;2;0;140921;10;0;1;5;9;1.25;0;0;0;0.2;0;0.333333333;0
2842;74;14;59;24;10;6;11;3;3;2;10;1;1;2;2;1;4;140906;25;2;1;6;12;1;0;0;0.333333333;0.666666667;0.25;0.666666667;1.333333333
2843;21;39;23;4;3;4;12;1;1;2;11;3;2;2;5;1;6;140917;14;5;2;5;11;0.833333333;0.5;0.5;0.2;0.2;0.090909091;0.363636364;2.2
2844;4;184;24;7;3;2;16;5;2;1;8;2;1;1;1;0;5;140924;7;4;2;7;14;1;0;0;0.428571429;0.428571429;0.357142857;0.5;1.2
2845;23;26;22;4;3;3;12;2;1;2;10;2;2;1;0;2;6;140907;24;2;1;7;12;1.4;0;0;0.142857143;0.428571429;0.166666667;0.416666667;0.857142857
2846;5;87;53;2;4;13;16;0;1;6;27;0;3;6;3;3;3;140918;13;3;2;6;10;1.5;0;1;0;0.5;0;0.5;0
2847;0;798;57;6;8;6;8;1;0;0;17;2;3;3;0;str;6;140916;15;0;1;3;7;0.75;0;0;0;0;0.142857143;0.142857143;0
2848;2;348;11;3;6;1;9;3;5;1;2;0;1;0;2;2;2;140718;75;0;0;1;6;0.2;0;0;0;1;0.333333333;1;0
2849;29;35;19;6;2;3;12;5;1;2;7;1;1;1;1;1;1;140917;14;1;2;6;10;1.5;1;1;0.666666667;1;0.4;0.6;1.666666667
2850;7;187;24;9;2;1;14;3;1;1;10;6;1;0;3;1;0;140924;7;6;2;4;9;0.8;0.5;0.5;0.5;0.75;0.333333333;0.444444444;1.5
2851;1;706;27;2;4;6;15;1;2;3;12;1;2;3;0;0;3;140911;20;0;1;5;9;1.25;0;1;0;0.4;0;0.333333333;0
2852;0;999;57;15;7;1;12;2;0;0;25;4;3;1;str;0;6;140919;12;0;1;2;7;0.4;0;0;0;0;0.142857143;0.142857143;0
2853;13;62;24;3;2;2;11;1;2;0;13;2;0;2;2;d;str;140904;27;2;1;6;8;3;0;0;0;0.166666667;0;0.125;0
2854;1;529;45;0;4;7;6;0;0;1;10;0;1;2;0;4;3;140826;36;6;0;3;3;0;0;0;0;0.333333333;0;0.333333333;0
2855;1;430;35;2;4;2;12;1;2;1;14;1;0;1;6;7;2;140906;25;0;1;2;7;0.4;0;1;0;0.5;0;0.142857143;0
2856;1;676;23;3;4;2;3;0;0;0;8;0;1;2;7;0;0;140718;75;0;0;1;3;0.5;0;0;0;0;0;0;0
2857;48;17;14;4;0;1;6;1;0;1;8;3;0;0;3;0;str;140705;88;0;0;1;6;0.2;0;0;0;0;0.166666667;0.333333333;0
2858;2;370;31;3;2;2;18;3;1;1;13;0;1;1;0;6;4;140924;7;0;2;8;12;2;0;0;0.125;0.25;0.166666667;0.25;0.75
2859;2;245;40;6;7;1;7;0;1;0;8;1;2;1;2;4;5;140919;12;d;2;4;7;1.333333333;0;0;0;0.25;0;0.142857143;0
2860;7;75;24;5;2;3;16;3;1;3;8;2;1;0;0;3;0;140924;7;4;2;7;13;1.166666667;0;0.5;0.142857143;0.285714286;0.076923077;0.384615385;1.857142857
2861;21;41;18;5;5;2;8;2;3;0;10;3;2;2;6;str;6;140918;13;0;1;1;6;0.2;0;0;0;0;0.333333333;0.5;0
2862;9;64;21;6;2;2;9;3;1;1;4;0;0;1;3;6;1;140905;26;1;1;5;9;1.25;1;1;0.2;0.4;0.333333333;0.555555556;0.6
2863;3;275;17;6;2;1;12;3;2;0;5;3;0;1;2;0;5;140912;19;0;1;5;8;1.666666667;0;0;0;0.2;0;0.25;0
2864;10;111;21;11;2;2;13;7;2;2;0;0;0;0;1;1;4;140816;46;3;0;5;5;0;0;0;0.4;0.6;0.4;0.6;1
2865;27;32;28;7;3;1;4;1;1;0;11;2;0;1;0;2;1;140912;19;2;1;2;2;0;1;1;0.5;1;0.5;1;1
2866;1;165;31;6;4;5;13;2;2;1;12;2;2;3;0;7;2;140918;13;0;1;5;10;1;0;1;0;0.4;0.2;0.4;0
2867;15;47;48;14;8;6;13;1;0;2;10;4;0;1;3;d;4;140920;11;2;2;6;10;1.5;0;0;0.166666667;0.333333333;0.1;0.3;1.666666667
2868;1;592;82;11;17;12;7;0;2;1;4;0;0;0;0;2;4;140818;44;3;0;4;7;1.333333333;0;0;0;0.25;0;0.428571429;0
2869;5;114;57;9;14;7;19;3;5;5;20;3;5;1;4;3;4;140919;12;6;2;7;14;1;0;0.5;0.142857143;0.571428571;0.214285714;0.642857143;0.666666667
2870;0;899;122;10;16;15;16;0;3;2;23;1;7;3;5;d;3;140911;20;0;1;5;13;0.625;0;1;0;0.4;0;0.307692308;0
2871;41;27;15;3;4;2;9;2;3;1;6;1;1;1;6;6;2;140920;11;6;1;5;9;1.25;0;1;0;0.4;0.222222222;0.666666667;0
2872;3;163;24;4;2;2;11;2;1;1;13;2;1;1;0;0;0;140711;82;d;0;2;6;0.5;0;0;0;0;0.166666667;0.333333333;0
2873;3;329;19;2;4;3;13;2;1;2;6;0;3;1;0;3;2;140924;7;7;2;3;8;0.6;0;1;0;0.666666667;0.125;0.5;0
2874;12;40;25;4;4;4;8;0;2;2;16;4;1;2;6;2;2;140913;18;2;1;3;8;0.6;0;1;0;0.666666667;0;0.375;0
2875;0;999;35;4;4;4;7;0;1;1;13;1;1;2;0;4;5;140911;20;0;1;4;7;1.333333333;0;0;0;0.25;0;0.285714286;0
2876;2;414;25;2;5;3;3;0;0;1;10;1;4;1;0;3;5;140912;19;4;1;4;4;0;0;0;0;0.25;0;0.25;0
2877;0;999;36;1;6;6;4;0;1;0;19;1;3;3;5;7;2;140923;8;0;2;4;4;0;0;0.5;0;0.25;0;0.25;0
2878;16;66;19;6;1;0;11;3;1;0;8;3;0;0;0;1;6;140910;21;0;1;2;6;0.5;0;0;0.5;0.5;0.333333333;0.333333333;1.5
2879;1;999;23;5;2;1;10;1;0;1;11;3;1;0;0;5;1;140916;15;0;2;6;9;2;0.5;0.5;0.166666667;0.333333333;0.111111111;0.222222222;1.5
2880;2;279;47;6;7;6;11;1;1;1;14;2;2;2;d;3;5;140921;10;0;2;6;11;1.2;0;0.5;0;0.333333333;0.090909091;0.272727273;0
2881;2;343;63;7;13;8;10;0;2;3;22;3;4;0;2;2;3;140919;12;3;2;8;9;8;0;1;0;0.625;0;0.555555556;0
2882;1;353;45;7;4;2;12;2;1;0;17;1;1;2;4;4;0;140829;33;5;0;5;10;1;0;0;0;0;0.2;0.3;0
2883;9;74;37;11;1;3;11;3;0;1;13;3;1;1;0;5;1;140915;16;0;2;2;7;0.4;0.5;0.5;0.5;0.5;0.428571429;0.571428571;1.166666667
2884;2;261;58;8;7;7;5;1;1;0;17;0;2;3;6;7;2;140912;19;1;1;3;3;0;0;1;0;0.333333333;0;0.333333333;0
2885;0;347;67;10;3;8;11;3;0;0;20;1;2;3;0;0;7;140908;23;5;1;4;9;0.8;0;0;0;0;0.333333333;0.333333333;0
2886;3;154;41;8;4;6;9;1;1;0;21;5;2;4;5;0;5;140915;16;5;1;5;8;1.666666667;0;0;0.2;0.2;0.125;0.25;1.6
2887;12;36;38;4;7;3;11;1;1;1;13;0;5;2;5;6;5;140924;7;2;2;5;11;0.833333333;0;0;0;0.2;0.090909091;0.272727273;0
2888;3;59;36;7;4;4;4;0;0;0;15;3;1;1;str;6;0;140901;30;1;0;3;5;1.5;0;0;0;0;0;0;0
2889;1;335;60;8;9;12;9;0;1;1;16;2;2;2;3;0;2;140919;12;0;1;4;5;4;0;1;0;0.5;0;0.4;0
2890;71;17;39;10;2;3;12;4;1;0;18;4;1;2;0;1;1;140918;13;4;2;4;8;1;1;1;0.5;0.5;0.25;0.25;2
2891;2;192;47;6;7;5;18;1;4;0;16;4;1;2;2;4;0;140919;12;3;2;7;12;1.4;0;0;0;0.285714286;0;0.25;0
2892;0;374;54;7;8;10;10;2;0;2;8;1;2;1;str;3;4;140916;15;0;1;7;11;1.75;0;0;0;0.142857143;0.181818182;0.363636364;0
2893;24;45;36;9;3;5;4;1;0;1;15;2;1;2;3;4;0;140816;46;0;0;4;4;0;0;0;0.25;0.5;0.25;0.5;1
2894;6;108;41;7;5;8;14;2;2;4;18;5;1;3;4;0;4;140827;35;4;0;3;8;0.6;0;0;0;0;0;0.25;0
2895;7;70;49;11;8;4;9;1;2;1;16;5;2;1;4;0;3;140911;20;5;1;1;3;0.5;0;1;0;1;0;0.333333333;0
2896;1;667;135;8;18;16;13;0;0;2;18;1;1;1;4;4;3;140918;13;6;2;5;11;0.833333333;0;0.5;0;0.2;0;0.181818182;0
2897;25;19;39;15;6;7;13;3;2;5;11;4;3;1;3;3;3;140913;18;1;1;3;8;0.6;0;1;0;1;0.125;1;0
2898;1;481;43;3;5;6;13;0;0;1;20;2;3;3;4;0;0;140910;21;0;2;7;13;1.166666667;0;0;0;0.142857143;0;0.076923077;0
2899;3;177;46;9;6;6;11;0;4;1;21;5;0;4;4;2;7;140913;18;2;2;5;10;1;0;0.5;0;0.4;0;0.4;0
2900;4;151;54;13;11;3;14;3;3;1;15;5;2;0;2;0;0;140924;7;0;1;5;10;1;0;0;0;0.4;0.2;0.5;0
2901;0;999;83;16;9;10;6;0;1;0;5;1;1;1;0;0;4;140918;13;0;2;6;7;6;0;0;0;0.166666667;0;0.142857143;0
2902;10;82;35;10;5;3;10;1;2;2;15;4;2;0;3;3;6;140913;18;3;1;4;9;0.8;0;0;0;0.5;0.111111111;0.555555556;0
2903;0;999;111;11;18;23;12;0;3;1;7;0;0;2;3;0;5;140918;13;0;1;1;6;0.2;0;0;0;0;0;0.166666667;0
2904;11;61;30;11;4;5;7;1;0;1;11;5;3;1;str;0;6;140908;16;4;2;4;8;1;0;0;0;0;0.125;0.25;0
2905;38;29;24;9;7;1;14;4;5;1;10;5;2;0;2;2;0;140906;18;1;1;4;9;0.8;0;0;0;0.5;0.222222222;0.555555556;0
2906;16;52;30;5;8;5;7;0;3;0;14;1;4;3;2;0;2;140911;13;2;1;5;7;2.5;0;1;0;0.6;0;0.428571429;0
2907;1;367;27;4;6;2;9;0;1;0;13;3;3;1;6;str;0;140912;12;5;1;4;10;0.666666667;0;0;0;0;0;0.1;0
2908;3;161;60;7;4;9;11;2;0;3;17;1;2;2;7;3;0;140908;16;0;1;3;8;0.6;0;0;0;0.333333333;0;0.375;0
2909;21;29;47;10;8;8;8;0;1;1;15;3;4;4;5;5;4;140907;17;3;1;5;8;1.666666667;0;0;0;0;0;0.25;0
2910;7;131;17;6;2;1;8;2;2;0;9;4;0;1;2;0;1;140829;26;0;1;5;8;1.666666667;1;1;0.2;0.4;0.25;0.5;0.8
2911;30;20;24;7;2;2;12;3;2;1;12;4;0;1;6;3;2;140904;20;2;2;5;10;1;0;1;0.2;0.6;0.2;0.5;1
2912;6;205;23;9;2;1;13;3;1;1;10;6;1;0;1;3;1;140912;12;0;1;4;8;1;1;1;0.75;1;0.375;0.5;2
2913;8;76;20;5;2;4;9;4;0;2;7;1;1;1;0;3;0;140907;17;1;2;4;9;0.8;0;0.5;0.25;0.5;0.444444444;0.666666667;0.5625
2914;3;216;38;6;9;4;15;5;1;1;15;1;4;3;1;d;0;140910;14;d;2;6;10;1.5;0;0;0.166666667;0.333333333;0.1;0.3;1.666666667
2915;0;999;30;7;4;3;12;2;1;1;12;2;2;1;2;6;4;140916;8;0;2;5;7;2.5;0;0;0.2;0.4;0.142857143;0.428571429;1.4
2916;2;379;46;7;6;3;19;3;4;1;13;3;1;0;5;1;0;140907;17;3;2;7;13;1.166666667;0.5;0.5;0.142857143;0.142857143;0.076923077;0.307692308;1.857142857
2917;0;999;37;4;7;3;10;1;1;1;13;0;5;2;4;5;6;140910;14;5;2;5;10;1;0;0;0.2;0.4;0.1;0.3;2
2918;2;332;37;7;4;1;15;4;0;0;18;3;3;0;0;4;5;140906;18;6;1;5;10;1;0;0;0.4;0.4;0.3;0.3;1.333333333
2919;17;29;29;5;3;3;5;1;0;0;0;0;0;0;5;1;0;140515;132;1;0;0;4;0;0;0;0;0;0.25;0.25;0
2920;56;22;19;6;1;4;13;4;1;2;6;2;0;2;5;0;1;140904;20;3;2;5;9;1.25;0.5;0.5;0.2;0.4;0.333333333;0.555555556;0.6
2921;0;805;22;2;5;1;11;1;2;1;0;0;0;0;4;0;6;140911;13;0;2;5;9;1.25;0;0;0;0.2;0.111111111;0.333333333;0
2922;4;146;41;4;11;2;16;2;6;0;16;2;4;1;2;2;0;140906;18;0;1;5;11;0.833333333;0;0;0.4;0.8;0.181818182;0.636363636;2.2
2923;5;179;26;8;3;1;7;3;1;0;9;3;1;1;1;2;6;140820;35;0;0;4;6;2;0;0;0.25;0.5;0.333333333;0.5;0.75
2924;6;105;31;7;4;2;14;1;2;1;9;2;1;0;2;3;4;140911;13;2;1;5;9;1.25;0;0;0;0.6;0;0.333333333;0
2925;0;990;34;7;2;4;8;1;1;1;15;3;0;1;0;0;0;140903;21;4;1;1;4;0.333333333;0;0;0;0;0.25;0.25;0
2926;2;133;21;3;4;4;11;0;3;2;10;3;1;2;4;3;2;140911;13;5;2;4;8;1;0;1;0;0.75;0;0.375;0
2927;5;127;27;6;2;2;11;4;1;1;11;1;1;1;5;1;1;140827;28;d;1;3;8;0.6;1;1;0.666666667;0.666666667;0.375;0.5;1.777777778
2928;18;44;61;7;11;10;14;1;5;3;15;0;3;3;4;1;3;140910;14;0;2;6;11;1.2;0.5;1;0.166666667;0.5;0.090909091;0.545454545;1.833333333
2929;5;109;47;8;6;2;8;0;0;1;21;3;5;1;0;0;0;140917;7;0;2;5;8;1.666666667;0;0;0;0.2;0;0.125;0
2930;2;265;65;8;6;5;12;2;1;1;23;1;4;1;4;3;0;140917;7;5;2;4;7;1.333333333;0;0.5;0;0.25;0;0.142857143;0
2931;9;77;29;8;2;3;11;3;0;2;12;5;2;0;0;0;6;140731;55;0;0;2;6;0.5;0;0;0;0;0;0.333333333;0
2932;12;79;21;7;4;2;8;1;2;1;8;3;2;1;2;2;0;140907;17;2;2;5;9;1.25;0;0.5;0.2;0.6;0.111111111;0.444444444;1.8
2933;0;999;48;12;5;6;6;0;0;0;9;0;1;0;k;0;6;140916;8;0;2;4;8;1;0;0;0;0;0;0;0
2934;2;229;47;7;6;2;11;0;0;0;23;4;4;2;0;5;0;140917;7;6;3;8;11;2.666666667;0;0;0;0;0;0;0
2935;46;20;17;6;1;1;9;2;0;1;8;4;1;0;6;3;0;140906;18;1;2;6;10;1.5;0;0.5;0.166666667;0.333333333;0.2;0.3;0.833333333
2936;0;560;45;3;4;5;15;1;0;1;15;1;2;2;0;0;7;140916;8;0;1;7;14;1;0;0;0;0.142857143;0.071428571;0.142857143;0
2937;1;589;36;8;6;2;12;3;3;1;9;1;0;0;1;7;0;140906;18;3;1;5;10;1;0;0;0.2;0.6;0.3;0.7;0.666666667
2938;2;414;17;4;4;1;11;4;2;1;6;0;2;0;2;1;1;140909;15;6;1;6;11;1.2;1;1;0.5;0.666666667;0.272727273;0.545454545;1.833333333
2939;54;17;13;4;2;3;1;1;0;0;5;2;0;1;str;k;1;140914;10;d;2;2;2;0;0.5;0.5;0.5;0.5;0.5;0.5;1
2940;1;269;20;2;6;3;17;2;6;3;2;0;0;0;1;0;2;140829;26;0;1;6;12;1;0;1;0.166666667;0.666666667;0.166666667;0.666666667;1
2941;1;686;19;2;6;2;7;2;1;0;9;0;3;2;str;4;1;140912;12;0;2;4;8;1;0.5;0.5;0.25;0.25;0.25;0.375;1
2942;10;62;14;3;4;0;10;3;3;0;4;0;1;0;2;d;1;140911;13;1;2;6;10;1.5;0.5;0.5;0.166666667;0.5;0.3;0.6;0.555555556
2943;16;60;10;5;2;1;10;5;2;1;0;0;0;0;1;3;0;140910;14;0;1;3;9;0.5;0;0;0.333333333;0.666666667;0.555555556;0.777777778;0.6
2944;9;92;23;7;2;1;14;4;2;1;9;3;0;0;1;2;4;140909;15;0;2;5;8;1.666666667;0;0.5;0.2;0.6;0.125;0.375;1.6
2945;2;136;19;7;0;2;9;2;0;1;6;2;0;1;1;0;1;140915;9;0;2;8;10;4;0.5;0.5;0.25;0.375;0.2;0.3;1.25
2946;30;27;13;6;4;1;4;2;1;0;9;4;3;1;str;1;12;140906;18;0;1;3;5;1.5;0;0;0.333333333;0.333333333;0.4;0.6;0.833333333
2947;6;101;22;4;4;1;11;4;2;1;11;0;2;0;1;3;1;140908;16;6;2;6;9;2;0.5;1;0.333333333;0.666666667;0.333333333;0.555555556;1
2948;14;56;14;4;4;2;13;4;4;2;1;0;0;0;0;3;5;140831;24;1;1;4;8;1;0;0;0;0.5;0.125;0.625;0
2949;4;126;11;3;3;0;7;3;0;0;4;0;3;0;1;1;0;140826;29;4;1;4;8;1;0;0;0.5;0.5;0.375;0.375;1.333333333
2950;2;313;16;3;3;2;9;2;1;2;7;1;2;0;0;5;0;140906;18;d;2;5;10;1;0;0;0.2;0.4;0.2;0.5;1
2951;2;458;23;5;2;3;15;3;1;3;8;2;1;0;1;0;3;140912;12;0;1;6;13;0.857142857;0;1;0.166666667;0.333333333;0.076923077;0.384615385;2.166666667
2952;19;39;42;9;7;8;4;2;0;2;6;2;1;0;3;1;1;140911;13;0;1;5;5;0;1;1;0.4;0.8;0.4;0.8;1
2953;10;83;43;10;6;4;10;3;0;1;7;0;1;1;0;3;0;140914;10;2;2;5;8;1.666666667;0;0.5;0.2;0.4;0.25;0.375;0.8
2954;49;18;38;9;7;5;18;5;5;1;14;4;0;2;5;1;6;140906;18;6;1;7;13;1.166666667;0;0;0.428571429;0.428571429;0.307692308;0.692307692;1.392857143
2955;1;436;52;11;9;4;13;1;1;0;18;4;4;3;0;5;0;140903;21;4;1;5;11;0.833333333;0;0;0;0;0.090909091;0.090909091;0
2956;6;118;21;5;5;3;5;0;1;1;12;5;3;1;2;0;3;140905;19;3;1;4;4;0;0;1;0;0.5;0;0.5;0
2957;0;975;78;7;8;6;15;0;2;1;17;1;3;1;0;d;0;140903;21;0;1;4;8;1;0;0;0;0;0;0.125;0
2958;6;97;38;10;0;4;12;3;0;2;14;4;0;1;6;d;3;140911;13;1;2;5;10;1;0;0.5;0;0.4;0.3;0.5;0
2959;0;962;84;11;12;10;12;1;0;2;20;0;3;3;4;str;d;140916;8;0;2;6;10;1.5;0;0;0;0.333333333;0.1;0.3;0
2960;5;98;44;12;5;3;11;2;2;0;16;4;1;1;0;str;1;140912;12;0;2;5;8;1.666666667;0.5;0.5;0.2;0.2;0.25;0.25;0.8
2961;0;594;41;5;6;5;16;0;2;2;6;1;0;0;0;5;2;140911;13;5;2;7;13;1.166666667;0;0.5;0;0.285714286;0;0.230769231;0
2962;2;412;89;7;14;11;17;0;2;5;20;3;1;2;3;3;4;140908;16;0;2;6;12;1;0;0.5;0;0.666666667;0;0.5;0
2963;37;27;16;6;2;1;10;3;2;1;6;3;0;0;0;1;4;140913;11;1;2;3;8;0.6;0.5;0.5;0.333333333;0.333333333;0.375;0.75;0.888888889
2964;2;163;69;12;16;7;12;2;1;1;11;4;1;0;1;4;5;140913;11;3;1;4;9;0.8;0;0;0.25;0.25;0.222222222;0.222222222;1.125
2965;5;223;30;8;6;3;5;2;0;0;3;2;0;0;1;0;4;140910;14;6;1;2;5;0.666666667;0;0;0;0;0.4;0.4;0
2966;7;62;32;7;4;5;11;0;2;2;11;2;0;1;0;0;5;140827;28;0;1;5;10;1;0;0;0;0.2;0;0.3;0
2967;1;642;61;7;13;13;10;0;1;2;10;1;4;2;0;k;str;140710;76;0;0;1;7;0.166666667;0;0;0;0;0;0;0
2968;2;358;53;13;11;3;13;3;3;1;15;5;2;0;10;2;0;140806;49;0;0;5;9;1.25;0;0;0;0.6;0.222222222;0.555555556;0
2969;1;532;58;6;9;9;12;0;2;3;17;0;0;4;4;2;4;140916;8;2;2;5;9;1.25;0;0.5;0;0.4;0;0.333333333;0
2970;4;190;67;8;4;6;14;1;2;1;17;1;1;1;0;d;d;140616;9;4;2;7;14;1;0;0;0.142857143;0.142857143;0.071428571;0.285714286;2
2971;23;31;22;5;3;1;3;1;0;0;6;1;1;0;1;0;str;140605;20;0;1;4;4;0;0;0;0.25;0.25;0.25;0.25;1
2972;1;728;60;9;3;7;7;0;1;1;13;1;0;2;6;0;6;140512;44;0;0;3;8;0.6;0;0;0;0;0;0.25;0
2973;1;999;44;3;2;6;5;1;0;0;19;0;0;3;7;1;0;140601;24;0;1;6;6;0;0;0;0.166666667;0.166666667;0.166666667;0.166666667;1
2974;27;37;39;10;5;6;6;2;1;1;12;5;1;3;0;2;1;140613;12;2;2;5;6;5;0.5;1;0.2;0.6;0.333333333;0.666666667;0.6
2975;18;37;29;5;7;1;6;1;2;0;13;2;3;0;0;0;2;140605;20;1;1;2;6;0.5;0;1;0;0.5;0.166666667;0.5;0
2976;8;154;23;8;4;2;1;0;0;0;10;3;1;2;1;str;4;140320;97;0;0;0;1;0;0;0;0;0;0;0;0
2977;0;776;80;7;11;11;0;0;0;0;11;0;1;0;0;k;str;130815;314;5;0;0;0;0;0;0;0;0;0;0;0
2978;1;799;86;12;11;10;5;1;1;0;17;1;1;3;2;6;1;140622;3;0;3;5;6;5;0.333333333;0.666666667;0.2;0.4;0.166666667;0.333333333;1.2
2979;0;999;49;7;7;4;2;0;0;0;19;3;3;2;4;5;0;140304;113;0;0;0;3;0;0;0;0;0;0;0;0
2980;2;595;104;13;17;7;7;0;1;1;13;1;3;0;5;2;0;140606;19;7;2;6;7;6;0;0.5;0;0.333333333;0;0.285714286;0
2981;13;58;40;8;4;8;3;0;0;0;14;2;1;3;0;0;d;140613;12;6;1;3;4;3;0;0;0;0;0;0;0
2982;27;30;21;2;1;7;6;0;0;3;13;2;1;4;5;4;3;140613;12;0;1;4;6;2;0;1;0;0.5;0;0.5;0
2983;4;164;44;3;4;6;11;1;1;0;9;1;0;0;2;4;4;140616;9;1;2;7;11;1.75;0;0;0;0.142857143;0.090909091;0.181818182;0
2984;1;731;49;6;6;3;2;0;0;0;15;3;1;0;5;0;4;140614;11;0;2;2;2;0;0;0;0;0;0;0;0
2985;17;66;42;6;2;1;4;2;0;0;10;3;1;0;1;6;1;140610;15;2;1;4;4;0;1;1;0.5;0.5;0.5;0.5;1
2986;16;60;35;5;8;1;6;1;1;0;15;1;4;0;0;0;2;140527;29;0;1;4;6;2;0;1;0.25;0.5;0.166666667;0.333333333;1.5
2987;6;91;21;3;7;6;8;0;4;2;10;3;2;2;2;2;2;140614;11;6;2;6;8;3;0;1;0;0.833333333;0;0.75;0
2988;2;436;42;5;5;6;5;1;1;0;8;2;1;0;1;d;2;140613;12;4;2;5;5;0;0;0.5;0.2;0.4;0.2;0.4;1
2989;14;71;17;8;3;1;2;2;0;0;6;1;1;1;0;1;1;140614;11;5;2;2;2;0;1;1;1;1;1;1;1
2990;3;142;31;3;5;1;10;2;2;0;21;1;3;1;1;1;str;140616;9;0;2;8;11;2.666666667;0.5;0.5;0.25;0.25;0.181818182;0.363636364;1.375
2991;1;959;41;2;3;6;11;1;1;3;22;1;2;3;0;3;3;140613;12;0;2;7;12;1.4;0;1;0.142857143;0.714285714;0.083333333;0.416666667;1.714285714
2992;0;263;14;0;2;1;4;0;0;0;10;0;2;1;8;6;0;140605;20;6;1;4;4;0;0;0;0;0;0;0;0
2993;80;12;4;4;0;0;2;2;0;0;2;2;0;0;1;1;1;140612;13;1;1;2;2;0;1;1;1;1;1;1;1
